FirstName,gender
maricris,0
felicidad,0
orland,1
rowel,1
adelia andico,0
azucena,0
filner,1
marnila,0
lorrie ann,0
nemesio,1
verna,0
althea cris,0
nicanor,1
marcelino,1
jessa,0
adonis,1
ruel,1
armando,1
teodulo,1
shira,0
lailyn,0
maria liberty,0
ronelen,0
jennifer,0
dolores,0
japhet,1
john rafael,1
adelaida,0
sonia,0
aljenfel,1
hermelina,0
alejandra,0
nora,0
marites,0
edgardo ebasab,1
aldrin,1
josefa,0
remedios,0
evelyn macaday,0
rose ann,0
jeffrey rey,1
florence,0
arcenit,0
bryan,1
ivy,0
virginia,0
lornzo,1
anabelle,0
leonida,0
magdalino abellana,1
jines,1
jessa,0
erlyn,0
virgilio jr,1
menchie,0
nona,1
alexander,1
rosalie,0
ma. liberty,0
analy,0
jeneson,1
dewey,1
joseph,1
melchor,1
marilou,0
ernesto,1
rommel,1
emerson,1
joemarie khalid,1
mylene,0
rosthon,1
valerin,0
rosemarie,0
elizalde,1
lino,1
dante,1
roger joshua,1
celerina,0
christian,1
joel,1
rosalie,0
jolly,1
relaica,0
lelita,0
maribel,0
ann christie,0
felix,1
cecille,0
beth,0
christopher,1
aileen,0
nelson,1
philip,1
vera claire,0
rosanelia,0
marites g,0
sophia isobel,0
jomar,1
rey,1
jocelyn,0
glennie,1
doy doy,0
efren,1
nimfa,0
rarls danielle,0
delfin,1
perceneta,0
wilma,0
rodney,1
jacob,1
riaffe,0
juliet,0
delfin coralde,0
gina,0
roquechan,1
jed,1
joeniño,1
anecito,1
ria,0
ernesto,1
s. singson,1
allan,1
cecenia,0
artemio,1
ravinash,1
tersido,1
trifon,1
elaine,0
rolando,1
judith,0
herbacia,1
jonathan,1
wilfredo,1
joselito,1
clarita,0
krishna,0
carlito,1
josefina,0
noli laurente,1
anthony balle.,1
tristan james,1
isidro,1
marycel,0
aiza marie,1
jimmy .,1
esterlita,0
alona,0
melinda,0
guillerma,0
dennis,1
ma. luisa,0
rosie,0
bebiano,1
jaime,1
rebecca,0
maelyn,0
florida,0
florentino,1
ludea,0
regina elisa,0
joe vincent,0
gay marie,0
anabelle,1
virginia,0
lucresio jr.,1
william,1
edelgardo,1
sharmaine,0
renato,1
kevin,1
marissa,0
pancho,1
francisca,0
hayres,1
claire,0
jesus,1
alma,0
ofelia,0
ray,1
leonard batoy,1
fritzel,0
jolly,0
antonio,1
anita,0
kharen gay,0
ma. luisa,0
alfredo,1
melvin,1
judith,0
joseph,1
josephine,0
elmer,1
arnel,1
mesel,0
fernand,1
jephthah,1
ignacio,0
normita,0
jessica,0
amor,0
sharon rose,0
golda,1
marlon,1
ronilo,1
maria edna,0
felix,1
rosily,0
roberto,1
domingo,1
jaime h.,0
jeorge,1
diomedes,1
reymart,1
jose jr.,1
erlinda,0
jennybelle,0
emaline,0
evelyn,0
al,1
bertuldo,1
ramil,1
gonzalo,0
michael,1
marisan,0
jenelyn,0
leny,0
lucy,0
michelle mae,0
robert,1
leyne,0
julie ann,0
edmar,1
danilo,1
irenia,0
rodelio,1
emelenie,0
calixto jr.,1
yolanda,0
jose,1
francis rey,1
michael ian,1
michael,1
crisalda,0
jeremy,1
tony,0
john paul,1
mary jane,0
ma. purisima,0
ruel,1
leonita,0
rosalie,0
ami,1
loida,1
sharon,0
rene,1
heintje,0
amando,1
alfonso jr.,1
paz,0
lourdes,0
jeomer john,1
jose,1
domingo,1
ruby fontanilla,0
melaine,0
mary xavier,0
sheila,0
jimmy jr.,1
erenie,1
cristina,0
christopher,1
emily,0
phoebe manelle,0
christian,1
jarry,1
noel,1
marjune,1
ruth,0
roland,1
willie,1
jeneth ederosas,0
rizalyn,0
jonathan,1
jronny,1
jonard,1
marlou,0
armando,1
pierre lloyd,1
edgar adolfo,1
jocelyn t,0
delly rose,0
praxedes,0
mary jane,0
khareen mhay,0
clayton,1
sarah,0
rachel,0
jonel,1
cecilio,1
anna fe,0
richelle jane,0
mercy,0
sherlita,0
veneranda,0
merwin,1
portia,0
godwin,0
nolfredo,1
salvador,1
mary jane,0
rosalie,0
sammy,1
fevie ann,0
lina,0
mae ann,0
eduardo,1
gilbert,1
maria helen,0
jose,1
jimsy,1
rhodora,0
pepito,1
espher,0
jeah,0
elda marie,0
daisy,0
rodolfo jr.,1
roy,1
rosalinda,0
marilyn,0
nancy,0
jaime,1
edmund acosta,1
francisco,1
dalisay,0
michelle,0
pilardo,1
remarie ruiz,0
rowena,0
renna,0
angelito,1
gela,0
marcos,1
ginalyn,0
zeus michael,1
deniel,1
rosanna,0
jenibelle,0
ibrahim bantuas,1
aileen,0
felipe,1
marian minky,0
andy,1
hernan,1
robert,1
nurmina,0
macedonio,1
edcar edquilang,1
ronald,1
martin,1
maricel,0
leonides,1
janet,0
emmalyn,0
analisa,0
sherly,0
romeo,1
neal,1
cheryl,0
ronaldo,1
mary ann,0
jay,1
richell,0
elmer,1
anisah,0
eduardo,1
zacarias,1
david,1
melina,0
diosdado,0
analen,0
olivan,1
joseph,1
norman,1
stephanie,0
joel,1
vilma,0
maria teresa,0
ralph,1
maja rometta,0
cande bohol,0
ronniel,1
adelaida,0
ricardo,1
carmela,0
ma. theresa,0
noemi,0
jonith,0
juben,1
esabelito,1
venancio,1
ramil,1
delia,0
nathaniel,1
mary jane,0
jilly-ann,0
eliza,0
glenn,1
genalyn,0
jean,0
vicky jamandre,0
christopher jerez,1
florive malicay,0
joel,1
ma. teresa,0
nenita,0
estrella,0
benedicto,1
marcos,1
brando,1
ramil,1
samie,1
shyrel mie,0
flora nebria,0
marilen,0
maria thresa,0
evelio,1
ma. teresa,0
sheila,0
may,0
wilfredo,0
maribel,0
estrella s,0
jose genaro,1
elvie,0
antonio,1
ruth,0
jay,1
roland,1
nestor,1
marthyna,0
jose,1
saturnino,1
eugenio jr,1
corceni,1
matthew ervin,1
etephanie,0
bernardita,0
ka elena,0
danilo,1
augustus,1
elvis asenas,1
jimmy,1
fernando,1
estaneslao,1
aurora,0
jan paolo,1
maricar,0
marman,1
ruth,0
luis cruz,1
bryan,1
mera,0
wilma,0
lolito,1
alvin a,1
darmie,1
arabiya,0
rofadzna,0
asgar,1
ma. theresa,0
rolando,1
maybelle,0
jose,1
george,1
alejandro,1
joseph,1
russell,0
danilo,1
emelio,1
alfredo,1
armando,1
pablito,1
doresa,0
mario,1
charity mae,0
raymond,1
sofia,0
lucio,1
nerma,0
lolita,0
menardo,1
arturo,1
lina marie,0
jesus,1
marilyn,0
evan junn,1
elena macarate,0
marivic,0
angevir,1
ayesha justine,0
analiz,0
rene,1
barry,1
jonar,1
judie 1,0
iii roberto,1
evangeline,0
cristina,0
mario windel,1
erasmo,1
fe,0
rosendo,1
rodrigo,1
condrado jr.,1
marilou,0
ireneo,1
nora,0
evelyn,0
petros,1
rosie,0
armando,0
jerry boy,1
albert,1
ariel,1
jamein,0
modesto,1
joselito enyong,1
reynalda,0
eleanor,0
lailane,0
alberto,1
jovel,1
bevilyn,0
annabel,0
rizza maureen,0
melanie,0
gregorio,1
jennifer,0
jean,0
jenevie,0
teodoro ernesto,1
rebecca,0
ruel neniel,1
edna,0
cristina,0
nasser,1
fidelino b,1
phoebe salvani,0
luis,1
francis jupiter,1
purita,0
f,1
leoncio,1
rufina,0
gloria,0
julieta,0
pablo,1
pedro jr.,1
carlos,1
allan,1
magno,1
lilian,0
angelito rosales,1
najima,0
honorio,1
floyd norman,1
angela,0
nestor,1
elaine,0
aileen,0
pacita,0
emmalen,0
priscilla,0
rosa,0
maria edenjoy,0
teodora,0
joena may,0
aniceta,0
liza a.,0
eduardo,1
elena,0
jennifer,1
aquelina,0
jose danny,1
gema,0
rosie,0
eduardo,1
generosa,0
ariel,1
harry,1
maria jenjen,0
erlinda m,0
paul jerson,1
jay,1
george,1
santiago,1
manolito,1
lita,0
bernabe,1
celo,0
junrex,1
pepito,1
jhon ric,1
cecile,0
mary jane,0
cendie,0
editha,0
lanibic,0
cleo lorainne,0
analie,0
talib,1
artemio adlaon,1
mary jane,0
juliet,0
juanito,1
alex,0
enrico,1
virgilio,1
rene,1
genesis,0
edita,0
arlene yoro,0
julius,1
vanessa,0
myra mae,0
marcelino,1
julio,1
rena,0
gracelyn baldon,0
mary rose,0
gideon,1
casildita,0
gemma,0
aristeo,1
ma. yvette,0
benjie,1
edwin,1
roger john,1
nico jayson,1
pedro,1
billy,1
delfin,1
nestor,1
benjamin,1
fregrina,0
imelda,0
mirla,0
sittie aina,0
feena marie,0
reynaldo jr.,1
arsenia,0
alyssa marygayle,1
angelica,0
socrates o,1
flora may,0
salve,0
juan rafael,1
jeffrey,1
antonia,0
martin,1
bryan,0
danilo,1
lusterio,1
rhodora,0
mary gold,0
"felicidad,",0
orlando,1
jimmy,1
helen,0
rosalyn,0
paulinio,1
george,1
celia l,0
benjamin,1
ronald,1
jessel,0
julian,1
ailene,0
albina,0
cherry mae,0
julibert,1
norman,1
lani,0
estelit,0
jayvan,1
jomar,1
loreta,0
madelyn d,0
carmelita,0
richel,0
florence,0
nelly deth,0
richard,1
geronimo b.,1
pinky,0
jovelyn,0
wendolyn,0
mary-ann,0
miguel,1
oscar,1
alexander,1
mancio danilo,1
mariano,1
lotherly,0
garulima,0
letecia,0
luna,0
helen,0
roselyn,0
wency,0
lilia,0
carlito lodov,1
nilo,1
lina,0
danilo,1
lorenzo,1
myrna,0
wilfredo,1
farida,0
venjur,1
lanelyn,0
ronilo,1
noraida,0
kevin,1
genna,0
gemma,0
juvy,0
rosie,0
alonso,1
maria betsaida,0
dominador,1
elvira,0
ronald,1
braulio jr.,1
celeste,0
ronald,1
darly,1
marissa,0
sus,0
herlyn,0
gina,0
rubina,0
carmela,0
michael r,1
charry,1
jonel,1
reny boy,1
leopoldo,1
felix,1
rommel,1
enriqueta acuin,0
nancy,0
eufrano,1
arnil,1
rosadel,0
lallio,1
danilo,1
allan,1
jerry,1
ruby,0
rosemarie,0
randy,1
ronabell,0
mae ann,0
floryy mae,0
antonio,1
"agustin c.,",1
protacio,1
alex rush,1
ceriaco,1
nemesio,1
maria erica,0
grechen,0
marina,0
mary jade,0
jonathan arnecilla,1
amelia,0
melanie,0
agustin,1
edgar,1
editha,0
jonathan,1
jomdie,0
blenda elena,0
april joy,0
arcelie,0
wilfredo,1
welma,0
virgilio,1
adonis,1
allan,1
paul,1
rona joy,0
emerson,0
judith,0
emmanuel,1
letecia,0
teresa,0
valeria,0
frederick,1
romeo,1
gorgonio,1
reydanton,1
gretta,0
rogelio,1
jennifer,1
mohammad marco,1
greda,0
ad roel,1
fred,1
antonio,1
arnold,1
andres,1
razul,1
josephine,0
felidolpa,0
gaudiosa,0
jose enrico,1
reynaldo,1
liwaya,0
ruth,0
floreste,0
roy,1
bobby,1
remjun,1
ferdinand,1
riza,0
raphael,1
rolando,1
alejandrino,1
brylle lyndon,1
anito,1
jenifer,0
romeo,1
jefferson,1
gazali,1
barma,0
jenny,0
eddie,1
rhezvilg,1
khing plaza,1
salvacion,0
raffy,1
jose,1
bernard,1
victor,1
elly,1
lucila,0
diosdado,1
carolina,0
john paolo,1
jan andrei,1
pedro,1
rey villanueva,1
leonila,0
marcelo,1
mary rose,0
glaiza,0
fe,0
judylyn,0
cresencia,0
ligay,0
janner,1
celia,0
victoria,0
maven,1
paulyn,0
marivic,0
danica kate,0
xyza ann,0
sherwin,1
airen,1
vinia,0
ponciono jr.,1
carol,0
mark john,1
raul,1
may,0
dioron,1
zuela,0
epifanio d,1
armeda,0
emelio,1
johnny,1
jacinto,1
noel sison,1
naneth,0
ma. gemma,0
geronimo arbonida,1
abraham,1
ramir,1
diosdado,1
aron,1
jerald,1
fernando,1
analie,0
federico,1
felly,0
redmond,1
allen,1
rodel,1
romeo,1
arjie rey,1
marijane,0
abegail,0
mark christian,1
rexter,1
jenica,0
annie,0
felix,1
elpedia,0
bernadett,0
felix,1
helen,0
aimee,0
andres,1
promise,0
lucel,0
jezrael,1
maribel,0
adonis,1
arlene,0
eddilyn,0
mario,0
virgilio,1
josephine,0
pio,1
rosita desucatan,0
apolinario,1
alfredo,1
darnila,0
jonde,1
lutchie mary,0
virginia,0
bernard,1
leonilo,1
roderick,1
michael,1
alfredo,1
jorlan,1
raymundo,1
jay p,1
mark,1
bernadette,0
mike voltaire,1
cerilo,1
minda,0
janet,0
efren,1
meldrick,1
jemmalyn,0
amador,1
leoremar,1
agatona,0
geraldine,0
ramo,0
tita,0
almira,0
regiel,1
agustin,1
ariel,1
rosa,0
cherry,0
susana,0
brendo,1
neil bradly,1
alden roy,1
richard,1
madelyn,0
judiel,0
lilybeth,0
ruel,1
estela,0
lydia,0
leah,0
susano,1
juvy,0
jocelyn castañeda,0
niphtali,1
jurmia,0
levy,1
gloria,0
remias iii,1
jerlito,1
joeffrey,1
mark noel,1
alexander,1
christoffer rex,1
alex,1
rufino,1
sunshine,0
eleuterio,1
dynah,0
klent lord,1
verilyn,0
ma. tessie,0
rolando,1
rainero,1
editha,0
sadah,0
nestor,1
klein kevin,1
elmer,1
michael,1
rosina,0
jasmi,0
cresensia,0
hermilo,1
salud,0
allan,1
jesie,1
wahida,0
aura,0
ernesto,1
christine joy,0
dadah,0
ester,0
saldie,1
catherine cabigas,0
john paul,1
juliet,0
conchita,0
maria corazon,0
mischelle lyn,0
jomar pelobello,1
alfredo guevarra,1
mary kathleen,0
juliet,0
esterlita,0
japhrt naptale,1
jay mark,1
hector,1
anelgen,0
jayson t,1
arvin kim,1
editha,0
frances,1
felix,1
ponciano,1
ricardo,1
arlene,0
mitchinito,1
merlyn,0
rotsen roferos,1
jenn kyle,0
anabella,0
jan mart,1
sannie,1
patricio,1
ella mae,0
arnold,1
leonides l.(atty,1
peter lionel,1
sala,1
chona,0
joel,1
roger,1
neil joseph,1
ela mae,0
udja,0
roberta,1
delia,0
ian benjie,1
emelita,0
levy,1
carlos,1
estanislas,0
eden,1
vivian,0
jose c,1
alfonso,1
ruperto,1
alice sharon,0
jhunadelle virtudes,0
milagros,0
maime,0
gilbert enriquez,1
maria jocelyn,0
kim james,1
cynthia dela,0
john paul,1
elna,0
teresa,0
sonny cuthbert,1
diodita,0
noel,1
charmaine,0
criselda,0
marigine,0
dandy,1
jeannie,0
randy,1
gregorio sr.,1
else,0
arlen,0
antonio,1
judith,0
eufimia,0
albert,1
aneto,1
jovelyn,0
joey,1
hermogenes,1
genisa,0
jaide,0
prumie,1
anacleto,1
junjie,1
leornardo,1
mary christy,0
gina,0
carlito,1
elma,0
johnson,1
mary ivan,0
aloisios,1
ramonchita,0
rhealyn,0
norman lomangaya,1
marchelven,0
emma,1
michael,1
remorizalino,1
divina,0
rowena,0
roberto,1
ernesto,1
george,1
richard,1
martin,1
reynaldo,1
gerry,1
rodolfo jr.,1
jean,0
ricarte,1
carmelita,0
florenia,0
anni,0
jay maris,0
romeo,1
patricia,0
desiderio laguras,1
carlos,1
lalyn liloc,0
roselyn,0
rolando,1
nelson,1
myrna,0
emily,0
prince michael,1
bobby andrey,1
liezel,0
norma,0
ricardo,1
nimfa,0
eduardo,1
albert,1
elaine loisa,0
charlito,1
alejandro,1
elvie,0
suzanne,0
maria concepcion,0
alvin louie,1
michelle,0
lerma,0
markterwin,1
arvin,1
renato,1
divina gillego,0
felie,0
jocelyn,0
allan,1
lionel,1
michelyn,0
justinita,0
key hans,1
adrian,1
rudy,1
dominico,1
danilo,1
dena,0
oscar,1
maricel,0
victor,1
manuel,1
bismark,1
julie,0
karen,0
julie,0
rose anne,0
joe,1
albert,1
edison,1
yvonne marie,0
leah,0
raff andrew,1
gerald ellison,1
ronald,1
mirasol,0
althea rodriguez,0
benjamin jr.,1
corazon,0
gerry,1
carmen,0
jocelyn,0
centia,0
ma. luisa,0
maria naita,0
manez,0
mary ann,0
bella,0
dax,1
jonalyn,0
michael,1
delia,1
ma. cleope,0
hazel,0
arcel,1
herbert felix,1
wilson,1
restituto,1
evangeline,0
nicolas,1
leony estoya,0
gerlan,0
juanito jr,1
edgardo,1
ryan,1
cresente,1
leizel,0
renel,1
rosemarie,0
gloria rosales,0
blir,0
melanie,0
leonilo,1
arcadio,1
jeabe,1
dionie,1
james russel,1
milgrace,0
santiago,1
crisanto,1
reymond,1
isabelo,1
crizelda,1
felomina,0
jovan alfred,1
ludivico,1
martin,1
arjay,1
jovelyn,0
hanie,0
oliver,1
angelie,0
edwin,0
alfredo,1
gengerou bayangba,1
dante,1
florencia,0
benefrida,0
rowena,0
sha-al,0
teodora,0
jeb,1
judy ann,0
fatima,0
gregorio,1
ramil,1
alfred,1
elmer,1
jhon,1
melanie,0
alberto,1
ninfa,0
marie jean,0
elmer,1
fe,0
joemar,1
wilfredo,1
rosita,0
elma,0
marcelina,0
cesario,1
noraman,1
milagrosa sanchez.,0
ernalyn,0
rodel,1
alvin,1
arlyn,0
basilia,0
peter john,1
gena,0
elsie,0
sarah mae,0
rodolfo,1
raul baliber,0
nerio,1
vilma,0
lolito,1
emmanuel,1
jomar,1
evelyn canen,1
teresita,0
al-ozziel,1
junell,1
francisca,1
alejandro,1
milagros,0
samson,1
roland,1
albert,1
rochelle,0
perlito,1
marcializa,0
demler,1
naomie,0
cirila,0
rommel,1
jan patrich,1
runela,0
roger,1
mark,1
sobair,1
lorena,0
roberto,1
nilo,1
jonathan macion,1
nelly,0
john paul,1
narciso,1
evelyn,0
demer john,1
porferia,0
calvin,1
marciana,0
angelica,0
erale,1
angel bert,1
liborio,1
zacky,1
araceli,0
clarita,0
xcneil,1
felicisima,0
fermino,1
isidoro,1
junjun,1
jonathan,1
jesus d.,1
robert,1
richard,1
rosalind,0
roy villamer,1
anthony,1
elisa,0
eva,0
hydie,0
lorna,0
rosalie,0
ruzz nathan,1
eden,0
agnes,0
dhen gamar,1
leticia,0
eva,0
veneranda,0
alfredo,1
karen keith,0
ivy,0
oliver,1
angelica,0
alma,0
ruth herestita,0
victor,1
luz,0
stephen,1
maria marivic,0
cristina,0
carol,0
jason,1
esel sosme¥a,0
alice,0
armie,0
samuel,1
ma.soccoro,0
marino,1
romeo,1
nikko andre,1
ancelina,0
primo jr.,1
wilma,0
"magin l.,",1
joel,1
harlina,1
elizabeth,0
allyn,1
alex,1
mohamid,1
jhona,0
arvin,1
precy,0
joel,1
edelita,0
vilma,0
babylyne,0
wilfredo,1
roynic,1
jose,1
kenneth,1
rolando,1
caridad,0
sydney,1
rizza mae,0
eleanor,0
samuel jr,1
jesusimo,1
mercedes,0
yvonne gail,0
donald,1
lyndon,1
may ann,0
rosalina,0
alfredo,1
may ann,0
geraldine,0
rico,1
caesar,1
reden,1
reynaldo,1
armando,1
jelson,1
felino,1
jim,1
christopher,1
delia,0
joanne,0
riza,0
elesio,1
anna lou,0
felipe,1
jury john,1
mercidita,0
christian,1
mark dian,1
telesforo,1
jose jr.,1
anastacio,1
"aniceto jr.,",1
monaliza,0
lilibeth saavedra,0
jane,0
amelita,0
pablito,1
judith,0
lamberto mariano,1
arlene,0
marjon,1
elma,0
ethyl,0
russell relampagos,0
rolando,1
myla prio,0
sam lauren,1
fernando peligro,1
alecia,0
john andrew,1
alkadil,1
dina,0
dolores,0
marianne,0
recky,1
ruel,1
joebic,1
anastacia,0
benigno,1
lyndon,1
michelle,0
amor,0
g,0
dexter,1
delia,1
guillermo,1
psyche ryza,0
flordeliza e,0
mario,1
alex,0
mary ann,0
charlene,0
asisclo,1
marilou,0
aldith,0
gerlyn,0
nancy rico,0
divine grace,0
joffry,1
ramon,1
rhose,0
eufemia,0
ruthyard,1
silveria,0
adela,0
myrna,0
rex,1
roberto,1
magdalena,0
rose ann,0
eufracio,1
linda,0
betteliana,0
pepito,1
ruben,1
juanito,1
reynaldo,1
moises,1
marianita,0
nilfa quilaib,0
marsha,0
robert,1
marilos,0
chandy,0
rodrigo jr.,1
sidro,1
evangeline,0
mary ann,0
jason,1
john benedict,1
donato,1
joan,0
eden,0
glory,0
robegina,0
danilo,1
ramon,1
lorena,0
melody,0
rey mark,1
benefrida,0
jessie,1
angelica,0
cherife,0
albert,1
aleli gutang,0
maria nenita,0
eduardo,1
phil joey,1
sylvia,0
baltazar jr.,1
norma,0
rodolfo,1
ronillo,1
rechelle lou,0
heintje,0
jomari,1
rizal jr.,1
gener dion,1
alexander,1
mark anthony,1
fe cuela,0
elvis,1
anavilla m,0
cresencio,1
mae,0
eutiquio,1
roberto,1
estela marie,0
nashiva,0
maria naita,0
maria gloria,0
rene,1
jinnie,0
antonio,1
jeanda,0
ronelio,1
percilita,0
roqueza paz,0
joyce ann,0
armando,1
gladys,0
ramon jr.,1
raul,1
jerry,1
fely,0
suaiba,0
marilou,0
juanchito,1
lhean,0
mely,0
emma,0
amie,0
rico,1
orlando sagara,1
andres,1
delio,1
nolan paolo,1
ronnel,1
rosemarry,0
jemelina,0
annalie,0
mariano,1
junjie rey,1
nicanor,1
robeno,1
joshua,0
donn steven,1
girly,0
carlito,1
joneffer,1
martina,0
marilyn,0
davy jun,1
ismael,1
abraham,1
rosebar,0
vicente betache,1
robinson,1
priscilla joy,0
cynthia lou,0
elma,0
rodolfo,1
elena,0
cristina,0
jabier,1
venmar,1
josefina,0
anthony,1
ronnie,1
severino,1
arlyn,0
marlou joan,1
rogelio,1
jerome,1
alan,1
melanie riconalla,0
elmer,0
alicia,0
mitzilou,0
jeson,1
aireen,0
joan,0
emily,0
raya ivy,0
louie,1
rogelen,1
rubbe,0
rodielou,1
bienvinido,1
carmencita,0
leonora,0
fernando f,1
ricardo,1
jhon ric,1
jerelyn,0
alexes,1
genevieve,0
eda,0
teresa,0
lucia,0
emelyn,0
rodulfo,1
donna anne,0
marvin,1
sabino,1
alevi,0
pablito,1
leomar,1
benjie,1
mercelita,0
wilmer tamala,1
jeralyn,0
alsibal,1
jeram,1
mary ann,0
william geraldizo,1
gloria,0
jayson,1
jesus,1
necias salubre,1
erlinda,0
rodrigo,1
luis,1
roberto,1
mario,1
rogelio,1
nilda,0
jomar,1
florannie,0
wenina,0
jilris,0
renato,1
jaime,1
eufemia,0
cresencia,0
marilyn umandap,0
benito,1
ernie,1
fe,0
aldrin,1
vicente,1
lorna,0
mamerto,1
jay-r,1
rolando,1
virginia,0
roberto carmelo,1
raymundo,1
jonathan,1
fretti jane,0
nerissa,0
moises,1
idolita,0
marlyn,0
teresita,0
rudalyn,0
rhanie l,1
leticia,0
jason lloyd,1
arlene,1
emma,0
neri,0
virgilia,0
roberto,1
nemuel,1
diosdada,0
sheryll marie,0
rebecca,0
rey,1
amalia,0
elmer,1
cecille nonah,0
ma. eufemia,0
rosalia,0
aghamiera,0
johnnna,0
rene boy,1
eleonor,0
roselyn,0
aida,0
amelita,0
princess jane,0
junrey,1
jomar,1
victor,1
emy,0
maria jane,0
leah,0
demetria mondano,0
elvie,0
isniriya,0
amelia,1
eddie,1
jenny,0
maria dolores,0
joyce ann,0
merlita,0
rolando,1
chearelle ivy,0
carlos,1
nelson,1
benigno,1
mark laurence,0
maria ratte,0
condordia,0
ellen,0
liza,1
arnel,1
rex,1
don rommel,0
shella,0
maria,0
norberto,1
lucky champ,1
hector,1
benjamin,1
julio,1
cherry,0
joever,1
ma,1
arnelio,1
emma,0
leizl,0
ergelyn,1
hannah,0
lolito,1
talisik,0
mosa,1
mary gelle,0
zardo,1
analyn,0
renie fred,1
arlyn,0
raechelie,0
regina,0
susana castro,0
arthur,1
carmelita,0
darlyn,0
zosimo,1
amadeo,1
joseph,1
lorna,0
agapita,0
almaida,0
cristina,0
jay ryan,1
stephanie,0
nieves pepito,0
ronald d,1
jurist,1
ian mark,1
julius,1
jestonie,1
afryl,0
arlene,0
sigundino calimbo,1
jr nonilo,1
lorenor,0
filomena,0
lanie,0
sunshine,0
conces,0
mark joseph,1
rosie ann,0
alliah joy,0
florinda,0
rosalia,0
ane margaret,0
maria elizabeth,0
toribio,1
rey,1
william,1
faith hannah,0
kimson,1
sylvia,0
maria liza,0
cristina,0
jasmine,0
marivic,0
delia,0
luzviminda,0
marlyn abrogar,1
leonides,1
daniel,1
guillermo,1
joel,1
nide,0
ma. luisa,0
marilyn,0
roderick,1
"joselito, ma",1
cresencio,1
editha,0
gay marie,0
ceferino,1
virgilio r,1
kimberly,0
kristoffer,1
monalyn,0
charles jr.,1
rebecca,0
mary ann,0
guillermo,1
vicente antonio,1
lilia,0
mildred,1
pablo,1
cerile alexandre,1
loida,0
maria elisa,0
mariecris,0
carlos,1
braulio,1
rosita,0
melanie,0
alfredo jr,1
hazle,0
thelma,0
jerell,1
enrico jr.,1
melanie,0
leah,0
jerson gocotano,1
"mario sr.,",1
carmen delumbar,0
joven a,1
jogie,0
jean luna,1
delia,0
rod john,1
ester,0
y. allanique,0
sandra,0
domer,1
liza,0
ranie marie,0
jerome,1
anastacia,0
jose rosalino,1
fe,0
jeannie,0
jovelyn,0
jocelyn,0
carmelina,0
erlinda,1
zoraida,0
melody,0
april,0
roel,1
delia bore,0
remy,1
alberto,1
joseph,1
janeth,0
susana,0
noli,1
remegio,1
jeannie lynn,0
eric,1
richard,1
jerry,1
julieta,0
analyn,0
elsa,0
liza marbrette,0
eugene,1
elvira,0
benjamin,1
marc john,1
robert,1
sergio,1
hazel,0
edgar c,1
danilo,1
karrene wynne,0
ely val,1
rebbie,0
ma. lilibeth,0
rosita,0
glenn,1
mariafe,0
arcile,0
ricardo jr,1
maricel,0
jimmy,1
gerry,1
alex,1
araceli,0
frankie,1
roy,1
lexandrous,1
maridel,0
alicia,0
gloria,0
alterjohn,1
chelamae,0
amorphy jr,1
marilyn,0
mylvin,0
carmen veronica,0
mersy anne,0
anna feliciana,0
mercelyn,0
maricel,0
junilyn,0
rochell,1
joelito,1
bernardo,1
aurelio a,1
forber,1
rhoda,0
agustin,1
neressa,0
bernadith,0
myrna,0
charlie cadigal,0
pablito,1
jovan,1
decy,0
yolanda,0
marlito,1
dominador,1
charlene arcoba,0
mercedes,0
janel,1
rolly lacdo-o,0
mirawani,0
melanie,0
ma. salome,0
melvin,1
dexter john,1
niña fe,0
dahlia,0
alfredo,1
nur-hanna,0
mary joy,0
alcer,1
flora belle,0
mario,1
engelyn,0
nancy,0
enjelyn,0
ernesto,1
editha,0
noemi,1
edgar,1
cresver,1
nemia,0
salome,0
francis,1
lilian,0
hermogena,0
reginaldo,1
sanaida,0
merlyn,0
rogel,1
ramzor,1
eleanor leni,0
randy,1
sharon,0
kurt denmark,1
harold,1
alan,1
daniel,1
lovesita,0
rogelio,1
brindo,1
m. angot,1
gerale joseph,1
florenda,0
raul,1
fortunata,0
dioscoro,1
abraham,1
mary cris,0
nelie,0
nelfon,1
rabie,1
paulino jr.,1
maria faith,0
dindo,1
marvin,1
maryvic,0
richard,1
pelagio,1
fredlen,0
linda,0
angenet,0
anita,0
armando,1
ciriago,0
lalaine,0
charmilito,1
mario,1
eufimia,0
vilma,0
roselia,0
edgar,1
echiemie,1
diodie,1
shiela mae,0
sherlie,0
johnna,0
mary grace,0
elizabeth logarta,0
ronell john,1
rogelio,1
angelica,0
maricel tina-an,0
george,1
casimero,1
edsel,1
manal,0
megnaneth,0
michelle,0
merjurry,0
alexander felix,1
jurist jose,1
rogelio,1
jocelyn,0
emilio,1
really may,0
mario,1
dhelcor,1
elvira,0
teresa,0
michelle,0
melagros,0
jimmy,1
cynthia,0
lolita,0
randy,1
delma,0
alma,0
benshir estrellanes,1
virginia,0
rey,1
vicente,1
rogelio gago,1
mark dave,1
ernesto,1
pepito,1
jaime,1
angelo,1
santos,1
lucia,0
danilo,1
alvin,1
jemie ann,0
rodelo,1
alford,1
renato,1
vivian,0
palad,0
rolando,1
al,1
rudy,1
glenn,1
glenn,1
edwin,1
jaime,1
junryl,1
josephine,0
reynaldo tintina,1
rizaldy,1
mendal,0
warlita,0
peter rolly,1
michael,1
lucita,0
daina rose,0
